======================================================================
FEDEX INTERNATIONAL FIRST® DESTINATIONS
======================================================================
You can reach key global markets early in the day with FedEx
International First. Delivery is in 1, 2 or 3 business days to
select postal codes. Ship packages up to 150 lbs. (unlimited total
shipment weight). See below for a complete list of the cities
and postal codes served, and our delivery commitment time. For
service details, see FedEx International First in Our Services.

Delivery is available outbound from the U.S. to:
Australia          England             Mexico
Austria            France              Netherlands
Belgium            Germany             Puerto Rico
Brazil             India               Singapore
Canada             Italy               Spain
China              Japan               Switzerland
Denmark            Luxembourg



======================================================================
FEDEX INTERNATIONAL FIRST® DESTINATION POSTAL CODES
======================================================================

Effective: October 2, 2012
City                                              Postal Code                                   Del. By

MUENCHEN                                          81543                                         10:00am
MUENCHEN                                          81545                                         10:00am
MUENCHEN                                          81547                                         10:00am
MUENCHEN                                          81549                                         10:00am
MUENCHEN                                          81667                                         10:00am
MUENCHEN                                          81669                                         10:00am
MUENCHEN                                          81671                                         10:00am
MUENCHEN                                          81673                                         10:00am
MUENCHEN                                          81675                                         10:00am
MUENCHEN                                          81677                                         10:00am
MUENCHEN                                          81679                                         10:00am
MUENCHEN                                          81735                                         10:00am
MUENCHEN                                          81737                                         10:00am
MUENCHEN                                          81739                                         10:00am
MUENCHEN                                          81825                                         10:00am
MUENCHEN                                          81827                                         10:00am
MUENCHEN                                          81829                                         10:00am
MUENCHEN                                          81925                                         10:00am
MUENCHEN                                          81927                                         10:00am
MUENCHEN                                          81929                                         10:00am
MUENSTER                                          48143                                         10:00am
MUENSTER                                          48149                                         10:00am
MUENSTER                                          48157                                         10:00am
MUENSTER                                          48161                                         10:00am
MUENSTER                                          48165                                         10:00am
MUENSTER                                          48167                                         10:00am
MUTTERSTADT                                       67112                                         10:00am
NACKENHEIM                                        55299                                         10:00am
NAHE                                              23866                                         10:00am
NEU WULMSTORF                                     21629                                         10:00am
NEU-ISENBURG                                      63263                                         10:00am
NEUBIBERG                                         85579                                         10:00am
NEUFAHRN                                          85375                                         10:00am
NEUHAUSEN                                         73765                                         10:00am
NEUHOFEN                                          67141                                         10:00am
NEURIED                                           82061                                         10:00am
NEUSS                                             41460                                         10:00am
NEUSS                                             41462                                         10:00am
NEUSS                                             41464                                         10:00am
NEUSS                                             41466                                         10:00am
NEUSS                                             41468                                         10:00am
NEUSS                                             41469                                         10:00am
NEUSS                                             41470                                         10:00am
NEUSS                                             41472                                         10:00am
NEVENKIRCHEN                                      21640                                         10:00am
NIDDATAL                                          61194                                         10:00am
NIEDER-OLM                                        55268                                         10:00am
NIEDERDORFELDEN                                   61138                                         10:00am
NIEDERKASSEL                                      53859                                         10:00am
NIERSTEIN                                         55283                                         10:00am
NUSSLOCH                                          69226                                         10:00am
OBER-RAMSTADT                                     64372                                         10:00am
OBERHAUSEN                                        46045                                         10:00am
OBERHAUSEN                                        46047                                         10:00am
OBERHAUSEN                                        46049                                         10:00am
OBERHAUSEN                                        46117                                         10:00am
OBERHAUSEN                                        46119                                         10:00am
OBERHAUSEN                                        46145                                         10:00am
OBERHAUSEN                                        46147                                         10:00am
OBERHAUSEN                                        46149                                         10:00am
OBERSCHLEISSHEIM                                  85764                                         10:00am
OBERTSHAUSEN                                      63179                                         10:00am
OBERURSEL                                         61440                                         9:00am
ODENTHAL                                          51519                                         10:00am
OFFENBACH                                         63065                                         9:00am
OFFENBACH                                         63067                                         9:00am
OFFENBACH                                         63069                                         9:00am
OFFENBACH                                         63071                                         9:00am
OFFENBACH                                         63073                                         9:00am
OFFENBACH                                         63075                                         9:00am
OFTERSHEIM                                        68723                                         10:00am
OLCHING                                           82140                                         10:00am
OSTFILDERN                                        73760                                         10:00am
OTTERSTADT                                        67166                                         10:00am
OTTOBRUNN                                         85521                                         10:00am
OVERATH                                           51491                                         10:00am
PFUNGSTADT                                        64319                                         10:00am
PINNEBERG                                         25421                                         10:00am
PLANEGG                                           82152                                         10:00am
PLIENING                                          85652                                         10:00am
POING                                             85586                                         10:00am
PRISDORF                                          25497                                         10:00am
PUCHHEIM                                          82178                                         10:00am
PULHEIM                                           50259                                         10:00am
PUTZBRUNN                                         85640                                         10:00am
QUICKBORN                                         25451                                         10:00am
RATINGEN                                          40878                                         10:00am
RATINGEN                                          40880                                         10:00am
RATINGEN                                          40882                                         10:00am
RATINGEN                                          40883                                         10:00am
RATINGEN                                          40885                                         10:00am
RAUNHEIM                                          65479                                         9:00am
RECKLINGHAUSEN                                    45657                                         10:00am
RECKLINGHAUSEN                                    45659                                         10:00am
RECKLINGHAUSEN                                    45661                                         10:00am
RECKLINGHAUSEN                                    45663                                         10:00am
RECKLINGHAUSEN                                    45665                                         10:00am
REINBEK                                           21465                                         10:00am
REMSCHEID                                         42853                                         10:00am
REMSCHEID                                         42855                                         10:00am
REMSCHEID                                         42857                                         10:00am
REMSCHEID                                         42859                                         10:00am
REMSCHEID                                         42897                                         10:00am
REMSCHEID                                         42899                                         10:00am
REUTLINGEN                                        72760                                         10:00am
REUTLINGEN                                        72762                                         10:00am
REUTLINGEN                                        72764                                         10:00am
REUTLINGEN                                        72766                                         10:00am
REUTLINGEN                                        72768                                         10:00am
REUTLINGEN                                        72770                                         10:00am
RHEINBREITBACH                                    53619                                         10:00am
RODGAU                                            63110                                         10:00am
ROEDERMARK                                        63322                                         9:00am
ROEHRMOOS                                         85244                                         10:00am
ROESRATH                                          51503                                         10:00am
ROMMERSKIRCHEN                                    41569                                         10:00am
ROSBACH                                           61191                                         10:00am
ROSENGARTEN                                       21224                                         10:00am
ROSSDORF                                          64380                                         9:00am
RUESSELSHEIM                                      65428                                         9:00am
SANDHAUSEN                                        69207                                         10:00am
SANKT AUGUSTIN                                    53757                                         10:00am
SAULHEIM                                          55291                                         10:00am
SCHIFFERSTADT                                     67105                                         10:00am
SCHLANGENBAD                                      65388                                         10:00am
SCHOENECK                                         61137                                         10:00am
SCHRIESHEIM                                       69198                                         10:00am
SCHWALBACH                                        65824                                         9:00am
SCHWERTE                                          58239                                         10:00am
SCHWIEBERDINGEN                                   71701                                         10:00am
SEEHEIM-JUGENHEIM                                 64342                                         10:00am
SEEVETAL                                          21217                                         10:00am
SEEVETAL                                          21218                                         10:00am
SELIGENSTADT                                      63500                                         10:00am
SIEGBURG                                          53721                                         10:00am
SINDELFINGEN                                      71063                                         10:00am
SINDELFINGEN                                      71065                                         10:00am
SINDELFINGEN                                      71067                                         10:00am
SINDELFINGEN                                      71069                                         10:00am
SOLINGEN                                          42651                                         10:00am
SOLINGEN                                          42653                                         10:00am
SOLINGEN                                          42655                                         10:00am
SOLINGEN                                          42657                                         10:00am
SOLINGEN                                          42659                                         10:00am
SOLINGEN                                          42697                                         10:00am
SOLINGEN                                          42699                                         10:00am
SOLINGEN                                          42719                                         10:00am
SONNENHOF                                         70378                                         10:00am
SPEYER                                            67346                                         10:00am
SPROCKHOEVEL                                      45549                                         10:00am
STADECKEN-ELSHEIM                                 55271                                         10:00am
STEINBACH                                         61449                                         10:00am
STEINHOERING                                      85643                                         10:00am
STOLBERG                                          52222                                         10:00am
STOLBERG                                          52223                                         10:00am
STOLBERG                                          52224                                         10:00am
STUTTGART                                         70173                                         10:00am
STUTTGART                                         70174                                         10:00am
STUTTGART                                         70176                                         10:00am
STUTTGART                                         70178                                         10:00am
STUTTGART                                         70180                                         10:00am
STUTTGART                                         70182                                         10:00am
STUTTGART                                         70184                                         10:00am
STUTTGART                                         70186                                         10:00am
STUTTGART                                         70188                                         10:00am
STUTTGART                                         70190                                         10:00am
STUTTGART                                         70191                                         10:00am
STUTTGART                                         70192                                         10:00am
STUTTGART                                         70193                                         10:00am
STUTTGART                                         70195                                         10:00am
STUTTGART                                         70197                                         10:00am
STUTTGART                                         70199                                         10:00am
STUTTGART                                         70327                                         10:00am
STUTTGART                                         70329                                         10:00am
STUTTGART                                         70372                                         10:00am
STUTTGART                                         70374                                         10:00am
STUTTGART                                         70376                                         10:00am
STUTTGART                                         70435                                         10:00am
STUTTGART                                         70437                                         10:00am
STUTTGART                                         70439                                         10:00am
STUTTGART                                         70469                                         10:00am
STUTTGART                                         70499                                         10:00am
STUTTGART                                         70563                                         10:00am
STUTTGART                                         70565                                         10:00am
STUTTGART                                         70567                                         10:00am
STUTTGART                                         70569                                         10:00am
STUTTGART                                         70597                                         10:00am
STUTTGART                                         70599                                         10:00am
STUTTGART                                         70619                                         10:00am
STUTTGART                                         70629                                         10:00am
SULZBACH                                          65843                                         9:00am
SULZHEIM                                          55286                                         10:00am
TANGSTEDT                                         22889                                         10:00am
TANGSTEDT                                         25499                                         10:00am
TAUFKIRCHEN                                       82024                                         10:00am
TAUNUSSTEIN                                       65232                                         10:00am
TREBUR                                            65468                                         10:00am
TROISDORF                                         53840                                         10:00am
TROISDORF                                         53842                                         10:00am
TROISDORF                                         53844                                         10:00am
TUEBINGEN                                         72072                                         10:00am
TUEBINGEN                                         72074                                         10:00am
TUEBINGEN                                         72076                                         10:00am
UNNA                                              59423                                         10:00am
UNNA                                              59425                                         10:00am
UNNA                                              59427                                         10:00am
UNTERFOEHRING                                     85774                                         10:00am
UNTERHACHING                                      82008                                         10:00am
UNTERSCHLEISSHEIM                                 85716                                         10:00am
VATERSTETTEN                                      85591                                         10:00am
VELBERT                                           42549                                         10:00am
VELBERT                                           42551                                         10:00am
VELBERT                                           42553                                         10:00am
VELBERT                                           42555                                         10:00am
VIERNHEIM                                         68519                                         10:00am
VIERSEN                                           41747                                         10:00am
VIERSEN                                           41748                                         10:00am
VIERSEN                                           41749                                         10:00am
VIERSEN                                           41751                                         10:00am
VREDEN                                            48691                                         10:00am
WACHTBERG                                         53343                                         10:00am
WACKERNHEIM                                       55263                                         10:00am
WALDSEE                                           67165                                         10:00am
WALLDORF                                          69190                                         10:00am
WALLUF                                            65396                                         10:00am
WALTROP                                           45731                                         10:00am
WEINHEIM                                          69469                                         9:00am
WEITERSTADT                                       64331                                         9:00am
WERNE                                             59368                                         10:00am
WESSELING                                         50389                                         10:00am
WETTER                                            58300                                         10:00am
WIESBADEN                                         65183                                         10:00am
WIESBADEN                                         65185                                         9:00am
WIESBADEN                                         65187                                         10:00am
WIESBADEN                                         65189                                         9:00am
WIESBADEN                                         65191                                         10:00am
WIESBADEN                                         65193                                         10:00am
WIESBADEN                                         65195                                         10:00am
WIESBADEN                                         65197                                         10:00am
WIESBADEN                                         65199                                         10:00am
WIESBADEN                                         65201                                         10:00am
WIESBADEN                                         65205                                         9:00am
WIESBADEN                                         65207                                         10:00am
WIESLOCH                                          69168                                         10:00am
WILLICH                                           47877                                         10:00am
WITTEN                                            58452                                         10:00am
WITTEN                                            58453                                         10:00am
WITTEN                                            58454                                         10:00am
WITTEN                                            58455                                         10:00am
WITTEN                                            58456                                         10:00am
WITZHAVE                                          22969                                         10:00am
WOELLSTADT                                        61206                                         10:00am
WORMS                                             67547                                         10:00am
WORMS                                             67549                                         10:00am
WORMS                                             67550                                         10:00am
WORMS                                             67551                                         10:00am
WUELFRATH                                         42489                                         10:00am
WUERSELEN                                         52146                                         10:00am
WUPPERTAL                                         42103                                         10:00am
WUPPERTAL                                         42105                                         10:00am
WUPPERTAL                                         42107                                         10:00am
WUPPERTAL                                         42109                                         10:00am
WUPPERTAL                                         42111                                         10:00am
WUPPERTAL                                         42113                                         10:00am
WUPPERTAL                                         42115                                         10:00am
WUPPERTAL                                         42117                                         10:00am
WUPPERTAL                                         42119                                         10:00am
WUPPERTAL                                         42275                                         10:00am
WUPPERTAL                                         42277                                         10:00am
WUPPERTAL                                         42279                                         10:00am
WUPPERTAL                                         42281                                         10:00am
WUPPERTAL                                         42283                                         10:00am
WUPPERTAL                                         42285                                         10:00am
WUPPERTAL                                         42287                                         10:00am
WUPPERTAL                                         42289                                         10:00am
WUPPERTAL                                         42327                                         10:00am
WUPPERTAL                                         42329                                         10:00am
WUPPERTAL                                         42349                                         10:00am
WUPPERTAL                                         42369                                         10:00am
WUPPERTAL                                         42389                                         10:00am
WUPPERTAL                                         42399                                         10:00am
ZORNEDING                                         85604                                         10:00am

INDIA
NEW DELHI                                         110009                                        10:00am
NEW DELHI                                         110010                                        10:00am
NEW DELHI                                         110015                                        10:00am
NEW DELHI                                         110016                                        10:00am
NEW DELHI                                         110019                                        10:00am
NEW DELHI                                         110020                                        10:00am
NEW DELHI                                         110021                                        10:00am
NEW DELHI                                         110022                                        10:00am
NEW DELHI                                         110024                                        10:00am
NEW DELHI                                         110028                                        10:00am
NEW DELHI                                         110029                                        10:00am
NEW DELHI                                         110033                                        10:00am
NEW DELHI                                         110034                                        10:00am
NEW DELHI                                         110037                                        10:00am
NEW DELHI                                         110048                                        10:00am
NEW DELHI                                         110055                                        10:00am
NEW DELHI                                         110057                                        10:00am
NEW DELHI                                         110058                                        10:00am
NEW DELHI                                         110064                                        10:00am
NEW DELHI                                         110065                                        10:00am
NEW DELHI                                         110070                                        10:00am
NEW DELHI                                         110085                                        10:00am
NEW DELHI                                         110092                                        10:00am

ITALY
ALBIZZATE                                         21041                                         9:00am
BOLLATE                                           20021                                         9:00am
BRESSO                                            20091                                         9:00am
CARONNO PERTUSELLA                                21042                                         9:00am
CASTELLANZA                                       21053                                         9:00am
CASTIGLIONE OLONA                                 21043                                         9:00am
CERCHIATE                                         20016                                         9:00am
CERNOBBIO                                         22012                                         9:00am
CINISELLO BALSAMO                                 20092                                         9:00am
COMO                                              22100                                         9:00am
CUSANO MILANINO                                   20095                                         9:00am
GALLARATE                                         21013                                         9:00am
GAZZADA                                           21045                                         9:00am
LEGNANO                                           20025                                         9:00am
LONATE POZZOLO                                    21015                                         9:00am
MILAN                                             20121                                         9:00am
MILAN                                             20122                                         9:00am
MILAN                                             20123                                         9:00am
MILAN                                             20124                                         9:00am
MILAN                                             20125                                         9:00am
MILAN                                             20126                                         9:00am
MILAN                                             20127                                         9:00am
MILAN                                             20128                                         9:00am
MILAN                                             20129                                         9:00am
MILAN                                             20131                                         9:00am
MILAN                                             20132                                         9:00am
MILAN                                             20133                                         9:00am
MILAN                                             20134                                         9:00am
MILAN                                             20135                                         9:00am
MILAN                                             20136                                         9:00am
MILAN                                             20137                                         9:00am
MILAN                                             20138                                         9:00am
MILAN                                             20139                                         9:00am
MILAN                                             20141                                         9:00am
MILAN                                             20142                                         9:00am
MILAN                                             20143                                         9:00am
MILAN                                             20144                                         9:00am
MILAN                                             20145                                         9:00am
MILAN                                             20146                                         9:00am
MILAN                                             20147                                         9:00am
MILAN                                             20148                                         9:00am
MILAN                                             20149                                         9:00am
MILAN                                             20152                                         9:00am
MILAN                                             20153                                         9:00am
MILAN                                             20154                                         9:00am
MILAN                                             20155                                         9:00am
MILAN                                             20158                                         9:00am
MILAN                                             20159                                         9:00am
MILAN                                             20161                                         9:00am
MILAN                                             20162                                         9:00am
MILANO NORD                                       20151                                         9:00am
MILANO NORD                                       20156                                         9:00am
MILANO NORD                                       20157                                         9:00am
NOVATE MILANESE                                   20026                                         9:00am
SAMARATE                                          21017                                         9:00am
SOMMA LOMBARDO                                    21019                                         9:00am
VARESE                                            21100                                         9:00am
VILLA GUARDIA                                     22079                                         9:00am

JAPAN
OSAKA                                             53000                                         10:00am
OSAKA                                             53060                                         10:00am
OSAKA                                             53061                                         10:00am
OSAKA                                             53066                                         10:00am
OSAKA                                             53081                                         10:00am
OSAKA                                             53082                                         10:00am
OSAKA                                             53083                                         10:00am
OSAKA                                             53084                                         10:00am
OSAKA                                             53085                                         10:00am
OSAKA                                             53086                                         10:00am
OSAKA                                             53087                                         10:00am
OSAKA                                             53100                                         10:00am
OSAKA                                             53160                                         10:00am
OSAKA                                             53161                                         10:00am
OSAKA                                             53185                                         10:00am
OSAKA                                             53187                                         10:00am
OSAKA                                             53200                                         10:00am
OSAKA                                             53285                                         10:00am
OSAKA                                             53286                                         10:00am
OSAKA                                             53300                                         10:00am
OSAKA                                             53385                                         10:00am
OSAKA                                             53386                                         10:00am
OSAKA                                             53400                                         10:00am
OSAKA                                             53485                                         10:00am
OSAKA                                             53486                                         10:00am
OSAKA                                             53500                                         10:00am
OSAKA                                             53585                                         10:00am
OSAKA                                             53600                                         10:00am
OSAKA                                             53685                                         10:00am
OSAKA                                             53686                                         10:00am
OSAKA                                             53700                                         10:00am
OSAKA                                             53785                                         10:00am
OSAKA                                             53786                                         10:00am
OSAKA                                             53800                                         10:00am
OSAKA                                             53885                                         10:00am
OSAKA                                             53886                                         10:00am
OSAKA                                             53900                                         10:00am
OSAKA                                             53987                                         10:00am
OSAKA                                             54000                                         10:00am
OSAKA                                             54060                                         10:00am
OSAKA                                             54061                                         10:00am
OSAKA                                             54062                                         10:00am
OSAKA                                             54063                                         10:00am
OSAKA                                             54065                                         10:00am
OSAKA                                             54085                                         10:00am
OSAKA                                             54086                                         10:00am
OSAKA                                             54087                                         10:00am
OSAKA                                             54100                                         10:00am
OSAKA                                             54162                                         10:00am
OSAKA                                             54166                                         10:00am
OSAKA                                             54185                                         10:00am
OSAKA                                             54186                                         10:00am
OSAKA                                             54188                                         10:00am
OSAKA                                             54200                                         10:00am
OSAKA                                             54285                                         10:00am
OSAKA                                             54286                                         10:00am
OSAKA                                             54287                                         10:00am
OSAKA                                             54300                                         10:00am
OSAKA                                             54385                                         10:00am
OSAKA                                             54386                                         10:00am
OSAKA                                             54389                                         10:00am
OSAKA                                             54400                                         10:00am
OSAKA                                             54485                                         10:00am
OSAKA                                             54486                                         10:00am
OSAKA                                             54500                                         10:00am
OSAKA                                             54585                                         10:00am
OSAKA                                             54600                                         10:00am
