=====================================================================
FEDEX FREIGHT ADDITIONAL PICKUP AND DELIVERY CHARGE TIERS BY ZIP CODE
=====================================================================

CONTIGUOUS U.S.
An additional pickup and delivery charge will apply to shipments to/from select contiguous 
U.S. ZIP codes. For a list of the ZIP codes where this charge applies, see below. 
The additional charge applies to shipments rated using FedEx Freight zone-based pricing.

Effective Jan. 7, 2019

FedEx reserves the right in its sole discretion to change, without notice and as frequently 
as it determines, the list of postal codes where a pickup or delivery charge may apply.

========================================
ZIP CODE  ORIGIN TIER	DESTINATION TIER
46938-46943		A			A
46945			B			B
46946-46947		A			A
46950-46953		A			A
46960			A			B
46962			A			A
46968			B			B
46974-46975		A			A
46977-46978		A			A
46980			A			A
46982			A			A
46984-46985		A			A
46987-46992		A			A
46996			B			B
47003			A			A
47006			A			A
47010			A			A
47011			A			B
47012			A			A
47016-47018		A			A
47019			A			B
47020-47021		A			A
47023			A			A
47024			A			B
47030-47034		A			A
47036-47042		A			A
47043			A			B
47102			A			A
47108			A			A
47116			A			B
47118			A			B
47123			A			B
47125			A			A
47135			A			A
47137			A			A
47139-47140		A			A
47167			A			A
47174-47175		A			B
47220			A			A
47224-47225		A			A
47227			A			A
47229-47231		A			A
47235			A			A
47243			A			B
47249-47250		A			A
47260-47261		A			A
47263			A			A
47270			A			A
47272			A			A
47281			A			A
47322			A			B
47324			A			A
47325			A			B
47326-47327		A			A
47330-47331		A			A
47335			A			A
47337			A			A
47341			A			A
47344-47345		A			A
47352			A			A
47353			A			B
47355			A			A
47357			A			A
47359			A			A
47366			A			A
47369-47371		A			A
47374-47375		A			A
47380-47382		A			A
47384			A			A
47387			A			A
47390			A			A
47392-47393		A			A
47424			A			A
47427			A			A
47431			A			A
47432			A			B
47435			A			A
47437-47439		A			A
47441			A			A
47443			A			A
47445-47446		A			A
47452-47453		A			A
47454			A			B
47455-47457		A			A
47465			A			A
47467			A			A
47469-47470		A			A
47471			A			B
47513			A			B
47514			A			C
47515			A			B
47520-47524		A			A
47525			A			B
47527-47528		A			A
47531-47532		A			A
47535-47537		A			A
47541-47542		A			A
47546-47547		A			A
47549-47550		A			A
47551			A			B
47552			A			A
47556			A			A
47561			A			A
47574-47575		A			A
47576			B			C
47577			A			B
47579-47580		A			A
47584-47586		A			A
47588			A			A
47830			A			A
47832			A			A
47836			A			A
47838			A			A
47847-47848		A			A
47852			A			A
47854			A			A
47859			A			A
47861-47862		A			A
47865			A			A
47872			A			A
47875			A			A
47882			A			A
47916-47917		A			B
47918			A			A
47921-47922		A			A
47925			A			B
47926			A			A
47928			A			B
47932			B			B
47933-47940		A			A
47942-47944		A			A
47946			A			A
47948-47951		A			A
47952			A			B
47954			A			A
47957			B			B
47958-47960		A			A
47963			A			B
47964-47966		A			A
47968			A			A
47974			A			B
47977-47978		A			A
47980			A			A
47982			A			A
47984			A			A
47987			A			B
47988			A			A
47989			A			B
47990-47991		A			A
47993			A			A
47995			A			A
47997			A			A
48001-48005		A			A
48006			A			B
48014			A			A
48022-48023		A			A
48027			A			B
48028			A			A
48032			B			B
48039-48040		A			A
48041			A			B
48049			B			B
48054			A			A
48059-48060		B			B
48061			A			B
48062-48065		A			A
48074			A			A
48079			A			A
48097			B			B
48103-48109		A			A
48113-48116		A			A
48139			A			A
48143			A			A
48160			A			A
48169			A			A
48176			A			A
48178			A			A
48189-48191		A			A
48201-48202		A			A
48207-48208		A			A
48226			A			A
48233			A			A
48243			A			A
48356-48357		A			A
48359-48363		A			A
48366-48367		A			A
48380-48382		A			A
48401			B			B
48410			B			B
48412			A			A
48413			B			B
48416			B			B
48418			A			A
48419			B			C
48422			B			C
48426			A			B
48427			B			C
48428			A			A
48432			B			C
48434			C			C
48435-48436		A			A
48441			B			C
48444			A			A
48445			B			C
48450			B			C
48453			A			B
48454			B			B
48455			A			A
48456			B			C
48461			A			A
48464			A			A
48465			B			C
48466			B			B
48467			B			D
48468			C			C
48469-48470		B			C
48471-48472		B			B
48475			B			B
48610			B			B
48612			B			B
48613			A			B
48615-48617		A			A
48618			A			B
48619			B			B
48620			A			A
48621			B			B
48622			A			A
48624			B			B
48625			A			A
48627			A			B
48628			A			A
48629-48630		A			B
48632-48633		A			A
48635			B			D
48636			B			B
48640-48642		A			A
48647			B			B
48649-48650		A			A
48651-48653		A			B
48654			B			C
48656			B			B
48657-48658		A			A
48659			A			B
48661			B			C
48667			A			A
48670			A			A
48674			A			A
48686			A			A
48701			A			A
48703			B			C
48705			C			D
48720			B			B
48721			C			D
48723			A			A
48725			B			B
48726-48727		A			B
48728			B			D
48729			A			B
48730			B			C
48731			B			B
48733			A			A
48735			A			B
48737			B			D
48738			C			D
48739			B			D
48740			C			E
48741			A			A
48742			C			E
48743			B			D
48744			A			A
48745			C			D
48746			A			A
48748			B			C
48749			A			B
48750			C			D
48754-48755		B			B
48756			B			C
48759-48760		A			A
48761-48762		C			D
48763-48766		B			C
48767			A			B
48770			B			C
48801-48802		A			A
48804			A			B
48806-48807		A			A
48811-48812		A			B
48816			A			A
48818			A			C
48829-48830		A			B
48831-48835		A			A
48838			A			A
48841			A			A
48843-48844		A			A
48845			A			B
48846-48847		A			A
48849-48851		A			A
48852			B			B
48853			A			A
48855			A			A
48856			A			B
48858-48860		A			B
48862-48863		A			A
48865			A			A
48870			A			B
48871			A			A
48873-48874		A			A
48877			A			B
48878			B			B
48880			A			A
48883			A			A
48884			A			B
48885			A			A
48886			A			B
48888-48889		A			B
48891			A			B
48893			A			B
48896			B			B
48897			A			A
49011			A			A
49021-49023		A			A
49028			B			B
49029			A			B
49030			A			A
49032-49033		A			A
49036			A			B
49038			A			A
49039			A			B
49040			A			A
49042-49043		A			A
49045			A			A
49050-49051		A			A
49056-49058		A			A
49061			A			A
49063-49064		A			A
49066-49069		A			A
49072-49073		A			A
49075-49076		A			A
49082			A			A
49084-49085		A			A
49089-49092		A			A
49094			A			A
49096			A			A
49098-49099		A			A
49101			A			A
49106			A			A
49115-49117		A			A
49119			A			A
49125-49129		A			A
49221			A			A
49227-49229		A			A
49232			B			B
49235-49236		A			A
49238-49239		A			A
49242			A			A
49245			A			A
49247-49248		A			A
49250			A			A
49252			A			A
49255			B			B
49256			A			A
49258			A			A
49262			A			A
49266			A			A
49268			A			A
49270-49271		A			A
49274			A			A
49279			A			B
49284			A			A
49286-49289		A			A
49304-49305		A			A
49307			A			A
49309-49310		A			B
49312			A			B
49320			A			B
49332			A			B
49336			A			A
49338			A			A
49340			A			B
49342			A			A
49346			A			A
49349			A			A
49402			A			B
49405			B			C
49406			A			A
49408			A			A
49410			B			C
49411			B			B
49412-49413		A			A
49416			A			A
49420			B			B
49421			A			B
49425			A			A
49431			B			B
49436			B			B
49437			A			A
49440-49445		A			A
49446			B			B
49449			B			B
49450			A			A
49452			B			B
49453			A			A
49454-49455		B			B
49457			A			A
49458			A			C
49459			B			B
49460-49461		A			A
49463			A			B
49610			B			B
49612			A			B
49613			B			B
49614-49617		A			B
49619			A			B
49620			A			A
49621			B			B
49622			A			B
49623			A			A
49625			A			A
49626			A			B
49627			B			C
49628-49629		B			B
49630			B			C
49631			A			B
49632-49633		A			A
49634			A			B
49635			B			B
49636			B			D
49637			A			B
49639			A			A
49640			B			B
49642			A			B
49643			B			B
49644			A			A
49645			A			B
49646			A			A
49648			B			C
49649			A			A
49650			B			B
49653-49654		B			D
49656			A			A
49659			A			A
49660			A			B
49664			B			B
49666-49667		A			A
49670			B			D
49673			B			B
49674			B			D
49675			B			B
49676			A			B
49677			A			A
49679-49680		A			A
49682			B			C
49683			A			B
49684-49686		A			A
49689			A			A
49690			B			B
49696			A			A
49701			B			C
49705-49706		A			A
49707			B			B
49709			A			A
49710			C			D
49711-49713		A			A
49715			C			E
49716-49717		A			B
49718			B			C
49719			C			E
49720-49721		B			B
49722			A			A
49723			B			D
49724			C			D
49725			C			E
49726			F			F
49727			A			A
49728			C			E
49729			A			A
49733			A			A
49736			C			E
49737			B			C
49738-49739		A			A
49740			B			B
49743			B			C
49744			B			B
49745			C			E
49746			B			B
49747			B			D
49748			C			E
49749			A			A
49752			C			E
49753			B			B
49755			B			C
49756			A			A
49757			F			F
49759			B			C
49760			B			D
49761			A			B
49762			C			E
49764			A			A
49765			B			B
49766			C			C
49768			D			E
49769			B			B
49770			A			A
49774			C			E
49775			B			C
49776			B			B
49777			C			C
49779			B			C
49780			C			E
49781			B			D
49782			C			E
49783			C			D
49784-49786		C			E
49788			C			E
49791-49792		A			B
49793			C			E
49796			A			A
49799			A			A
49806			C			D
49807			A			B
49808			C			E
49812			A			B
49814			B			C
49815			A			A
49816-49817		C			E
49818			B			B
49819			B			C
49820			D			E
49821			B			C
49822			C			E
49825-49827		C			E
49829			B			B
49831			A			A
49833			C			E
49834			A			A
49835			C			E
49836			D			E
49837			B			B
49838			C			E
49839			D			E
49840			C			E
49841			B			D
49845			A			B
49847			A			A
49848			B			B
49849			B			C
49853			D			E
49854			C			E
49855			B			C
49858			B			B
49861			B			D
49862			C			D
49863			A			B
49864			C			E
49865-49866		B			C
49868			D			E
49871			C			D
49872			B			C
49873			B			B
49874			A			A
49877			A			B
49878-49880		B			C
49883-49884		D			E
49885			C			E
49886			A			B
49887			B			C
49891			C			E
49893-49894		B			B
49895			C			D
49896			A			B
49902			A			A
49903			A			B
49905			A			A
49908			B			B
49910			C			E
49911			C			D
49912			B			D
49915			B			C
49916			A			A
49918			A			A
49919			B			C
49920			A			A
49925			B			D
49927			A			B
49929			B			C
49935			A			B
49938			C			D
49946			B			B
49947			B			D
49948			B			C
49952-49953		B			D
49955			A			A
49958			B			C
49959			C			D
49960-49961		B			D
49962			B			C
49963			A			A
49964			A			C
49965			A			B
49967			B			D
49968			C			D
49969			B			C
49970			B			D
49971			C			E
50002			A			B
50005			A			B
50006			A			A
50008			B			C
50010-50014		A			A
50020			A			B
50022			A			B
50026-50029		A			A
50031			A			A
50034			A			A
50036-50037		A			A
50039			A			A
50041			A			A
50042			A			B
50043-50044		A			A
50048			A			A
50049			A			B
50050			A			A
50051			B			B
50052			B			C
50055-50057		A			A
50059			A			A
50060			B			C
50062			A			A
50064			A			A
50065			B			C
50066			A			A
50067			A			B
50068			B			B
50070			A			A
50071			A			B
50075			A			B
50076			A			A
50078			B			B
50099			C			C
50101			A			B
50102			B			B
50103			A			B
50104-50105		A			A
50106			B			B
50107			A			A
50108			A			B
50112			B			B
50115			A			B
50116-50117		A			A
50119			A			A
50120			B			B
50122			B			C
50123			B			B
50126-50127		A			A
50128			A			B
50130			A			A
50132-50136		A			A
50137			A			B
50138			A			A
50139			A			B
50140			B			C
50141			B			B
50142			A			B
50143			A			A
50144			B			B
50145			A			A
50146			A			B
50147			B			C
50148			A			B
50150			A			A
50151			A			B
50152			A			A
50153-50154		A			B
50157-50158		B			B
50161			A			A
50162			A			B
50163-50164		A			A
50165			B			C
50166-50168		A			A
50170			A			A
50171			A			B
50173			A			B
50201			A			A
50206			B			B
50207-50208		A			A
50210			A			A
50212			A			B
50213-50214		A			A
50216			A			B
50219-50220		A			A
50222-50223		A			A
50227			A			B
50230			A			B
50231-50236		A			A
50238			A			A
50239			B			C
50240-50243		A			A
50246			A			A
50247			A			B
50248-50250		A			A
50251			A			B
50255-50257		A			A
50258-50259		A			B
50262			A			A
50264			A			B
50268			A			A
50269			A			B
50271			A			A
50272			B			B
50273			A			A
50274			B			B
50275-50276		A			A
50277-50278		A			B
50420			A			B
50421			A			A
50423			A			A
50424			B			C
50426			A			A
50430			A			B
50431-50433		A			A
50435-50436		A			A
50439			A			A
50441			A			A
50446			A			A
50447			A			B
50449-50450		A			A
50451			B			C
50452-50454		A			A
50455			A			C
50457			A			A
50460-50461		A			A
50465			B			C
50466			A			B
50470			A			B
50472			A			A
50473			A			B
50476			A			B
50478			A			B
50480			B			C
50481			A			B
50483			A			A
50484			A			B
50510			A			A
50511			A			B
50514			B			B
50517			B			C
50519-50520		A			A
50522			B			B
50525-50526		A			B
50527-50528		A			A
50531			B			B
50533			A			B
50535			A			B
50538			A			A
50539			A			C
50540			A			B
50541-50543		A			A
50545-50546		A			A
50551			A			A
50554			A			A
50556			B			C
50558			A			A
50559			B			C
50560-50561		A			A
50562			A			B
50565			A			A
50567-50568		A			B
50570-50571		A			B
50573			A			A
50574			A			B
50575			A			A
50577			A			B
50578			B			B
50579			A			A
50581			A			B
50583			A			A
50588			A			A
50590			B			B
50592			A			A
50593			A			B
50597			A			B
50598-50599		A			A
50601-50604		A			B
50605			A			A
50606			A			B
50607			B			B
50608-50609		A			B
50611			A			B
50616			A			A
50619-50620		A			A
50621			A			B
50625			A			B
50627-50628		A			B
50629-50631		A			A
50632			A			B
50633			A			A
50635			A			A
50636			A			B
50638			A			A
50641-50642		A			A
50644			A			A
50645			A			B
50649-50650		A			B
50652-50654		A			A
50655			A			B
50657-50659		A			A
50661			A			A
50662			A			B
50664-50666		A			A
50671-50672		A			B
50674			A			A
50676			A			A
50680-50682		A			A
50833			A			B
50835			A			A
50836-50837		A			B
50839-50841		A			A
50843			B			C
50845-50846		A			A
50847			B			C
50848			A			B
50849			A			A
50851			A			A
50853			A			B
50854			A			A
50857			A			A
50860			A			B
50861-50863		A			A
50864			A			B
51001			A			A
51002-51004		A			B
51005			B			B
51006			B			C
51008			A			A
51009			A			B
51010			B			C
51011			A			B
51012			B			B
51014			B			B
51015			A			A
51016			A			B
51018			A			A
51019			B			C
51020			B			B
51022			B			B
51023			A			B
51025			A			B
51026			A			A
51027			B			B
51028			A			A
51029			A			C
51031			A			A
51033			A			A
51034			B			C
51035			A			B
51036			A			A
51037			B			B
51040			A			B
51041			B			B
51044			A			B
51045			A			A
51046			A			B
51047			A			A
51048-51051		A			B
51053			B			C
51055			A			A
51056			A			B
51058			A			B
51060			B			C
51061			A			B
51062			A			A
51063			A			B
51201			A			A
51230-51232		A			A
51234-51235		A			A
51237			A			B
51238-51239		A			A
51243			A			B
51244-51247		A			A
51249			A			B
51250			A			A
51334			A			A
51342			A			A
51345			A			B
51347			A			A
51350			A			B
51354			A			B
51360			A			A
51363			A			A
51365-51366		A			A
51431			A			B
51432			A			A
51439			A			B
51441			A			B
51442			A			A
51445			B			B
51446			A			A
51447			B			B
51448			A			B
51449-51450		A			A
51453-51454		A			B
51455			A			A
51458			A			B
51460-51461		A			B
51466			A			A
51520-51521		A			A
51523			A			B
51527-51529		A			A
51530-51532		A			B
51533			A			A
51535			A			A
51536			A			B
51537			A			A
51540-51541		A			A
51543-51545		A			B
51546			A			A
51549-51551		A			A
51552			B			B
51553			A			A
51556-51557		A			A
51558			B			B
51560			A			A
51562			A			B
51563			A			A
51564			A			B
51565-51566		A			A
51570-51571		A			A
51572			A			B
51573			A			A
51577			A			B
51578-51579		A			A
51591			A			A
51593			A			A
51601-51603		B			B
51630			B			D
51631			B			C
51632			A			B
51636			B			B
51637			B			D
51638-51640		B			B
51645-51646		A			B
51647			B			C
51648			A			A
51649			A			B
51650-51651		B			B
51652			A			B
51653-51654		A			A
51656			B			B
52030			A			A
52033			A			A
52035-52037		A			A
52038			B			B
52040-52041		A			A
52042			A			B
52043			B			C
52044			A			B
52047-52048		A			B
52049			A			C
52050			A			B
52052			A			A
52056-52057		A			A
52060			A			A
52064-52065		A			A
52069			A			B
52070			A			A
52072			A			B
52074			A			B
52075			A			A
52076			B			C
52077			A			B
52078			A			A
52133			A			A
52134			A			B
52135-52136		A			A
52140-52142		A			B
52146			A			B
52147			A			A
52151			A			B
52154-52156		A			A
52157			B			B
52158-52159		A			B
52160			A			A
52162-52163		A			A
52164			A			B
52166			A			A
52169			A			B
52170-52171		A			A
52175			A			A
52201			A			B
52207-52208		A			A
52211			B			B
52212			A			A
52215-52217		A			A
52220			A			A
52221-52222		A			B
52223			A			A
52225			A			A
52231-52232		A			B
52235			A			A
52237			A			A
52247-52248		A			B
