=====================================================================
FEDEX FREIGHT ADDITIONAL PICKUP AND DELIVERY CHARGE TIERS BY ZIP CODE
=====================================================================

CONTIGUOUS U.S.
An additional pickup and delivery charge will apply to shipments to/from select contiguous 
U.S. ZIP codes. For a list of the ZIP codes where this charge applies, see below. 
The additional charge applies to shipments rated using FedEx Freight zone-based pricing.

Effective Jan. 7, 2019

FedEx reserves the right in its sole discretion to change, without notice and as frequently 
as it determines, the list of postal codes where a pickup or delivery charge may apply.

========================================
ZIP CODE  ORIGIN TIER	DESTINATION TIER
76538			B			C
76539			A			B
76540-76544		A			A
76547			A			A
76549			A			A
76550			B			C
76556			A			A
76558			A			A
76561			A			A
76565			B			C
76566			B			B
76567			A			A
76573-76574		A			A
76577			A			B
76578			A			A
76596-76599		A			B
76621-76622		A			A
76623			B			B
76626			B			B
76627			B			C
76628-76629		A			B
76631			A			B
76634			A			B
76635			A			A
76636			A			C
76637			B			C
76638-76639		A			A
76641			B			C
76642			A			A
76644			B			B
76645			A			A
76648-76649		A			A
76650			B			C
76651			A			B
76652			B			B
76653			A			B
76660-76661		A			A
76665-76667		A			B
76670			A			B
76671			B			C
76676			A			A
76678-76679		A			A
76680			A			B
76681			B			C
76686-76687		A			B
76689			A			A
76690			A			B
76692-76693		A			B
76820			C			E
76821			A			B
76824-76825		B			C
76828			A			B
76831			C			E
76832			B			C
76834			A			B
76836			B			D
76837			A			C
76841			C			E
76842			B			D
76844-76845		A			B
76848			B			D
76849			C			E
76852-76853		B			C
76854			C			E
76855			A			A
76856			B			D
76858			B			C
76859			B			D
76862			B			D
76864			A			A
76865			B			B
76866			B			C
76869			B			D
76870			A			B
76871			B			B
76872-76873		A			B
76874			C			E
76875			A			A
76877			B			B
76878			A			A
76880			B			C
76882			B			B
76883			C			E
76884			A			B
76885			C			E
76887-76888		B			C
76930			B			C
76932			B			D
76933			A			B
76936-76937		A			B
76939			A			A
76941			A			A
76943			C			E
76945			A			B
76949			B			C
76950			B			D
76951			A			B
76953			A			A
76955			A			A
76958			A			A
77001-77002		A			A
77010			A			A
77016			A			A
77019			A			A
77056			A			A
77301-77306		A			A
77316			A			A
77318			A			A
77320			B			B
77326			B			C
77327-77328		A			A
77331			B			C
77332			A			B
77333			A			A
77334			B			C
77335			A			B
77337			A			A
77340-77344		B			B
77348-77349		B			B
77350-77351		A			A
77353-77356		A			A
77358			A			B
77359			B			C
77360			A			C
77362-77363		A			A
77364			B			C
77367-77369		B			C
77371			A			B
77372			A			A
77374			A			B
77375			A			A
77376			A			B
77377-77378		A			A
77384-77385		A			A
77399			A			A
77404			B			C
77412			A			B
77414-77415		B			C
77417-77418		A			A
77419-77420		B			C
77422			A			B
77423			A			A
77426			A			A
77428			B			C
77430			A			B
77431			B			C
77432			B			B
77434			B			B
77435			A			B
77436			B			B
77437			A			B
77440			B			C
77442			B			C
77443			B			B
77444			A			B
77445-77447		A			A
77448			A			B
77451-77452		A			A
77453-77454		B			B
77455			A			A
77456			B			C
77457			B			D
77458			A			B
77460			B			C
77461			A			A
77463			B			C
77464			A			A
77465			A			B
77466			A			A
77467			B			B
77468			B			C
77470			B			C
77473			A			A
77474			A			B
77475			B			C
77476			A			A
77480			B			C
77481			A			A
77482			B			D
77483			B			C
77484-77485		A			A
77486			A			B
77488			A			B
77514			A			B
77515-77516		A			A
77519			A			A
77531			A			A
77533-77535		A			A
77541			A			B
77542			B			B
77550-77555		A			A
77560			A			A
77561			A			B
77564			A			A
77566			A			A
77568			A			A
77575			A			A
77577			A			A
77582			A			A
77585			A			A
77590-77592		A			A
77597			A			A
77612			A			A
77614-77615		A			A
77616-77617		B			C
77623			A			B
77624			A			C
77625			A			A
77650			B			C
77655			A			A
77660			B			C
77661			A			A
77663-77664		A			B
77665			A			A
77830			A			A
77831			A			B
77833-77834		A			A
77837-77838		A			A
77850			B			C
77852			A			A
77855			A			B
77856-77857		A			A
77861			A			A
77863-77864		A			A
77865			B			C
77868			A			A
77870			A			B
77871			A			A
77873			A			A
77875-77876		A			A
77878-77879		A			B
77880			A			A
77950			A			B
77954			A			A
77957			A			A
77961			B			B
77962			A			B
77963			A			A
77964			A			B
77967			A			A
77970-77971		A			A
77974			A			A
77975			B			B
77978-77979		A			A
77982			B			B
77983			A			A
77984			B			B
77986			B			C
77987			A			B
77990-77991		A			A
77993-77994		A			B
77995			A			A
78001			B			D
78003-78005		A			A
78007			B			D
78008			A			B
78010-78012		A			B
78013			A			A
78014			B			D
78016			A			A
78017			B			C
78019			C			E
78021			B			D
78022			B			C
78024			B			C
78025			B			B
78026-78027		A			A
78028-78029		B			B
78040-78046		A			B
78049			A			B
78055			A			B
78057			A			A
78058			B			C
78060			B			C
78061			A			B
78062			B			C
78064			A			A
78067			C			D
78071-78072		B			C
78074			A			A
78075			B			C
78076			C			E
78102			A			B
78104			B			B
78107			A			A
78111			B			C
78113			A			B
78115			A			A
78116-78119		A			B
78122			B			C
78123			A			A
78125			B			C
78133			A			A
78140-78141		A			B
78142			B			C
78143-78144		A			B
78145-78146		B			B
78147			A			A
78151			A			B
78155-78156		A			A
78159-78160		A			B
78161			A			A
78162			B			C
78164			A			B
78205			A			A
78207-78208		A			A
78330			A			A
78332			A			B
78333			B			B
78338			B			D
78340			A			B
78341			B			D
78342			A			B
78343			A			A
78344			C			D
78349			B			D
78350			B			C
78353			B			C
78355			B			D
78357			B			D
78358			A			A
78360-78361		C			E
78363-78364		A			A
78368			A			B
78369			C			D
78371			C			D
78372			A			B
78373			A			A
78375-78376		B			D
78377			A			B
78379			B			B
78381-78382		A			A
78383			A			B
78384-78385		B			C
78387			A			A
78389			A			B
78391			A			B
78393			A			B
78536			B			C
78545			B			C
78547-78548		A			A
78561			A			B
78564			B			C
78569			A			B
78580			A			B
78582			A			B
78584			A			B
78585			B			C
78588			B			C
78590			B			B
78591			B			D
78594			A			A
78598			B			C
78604			B			C
78605			A			A
78606			A			B
78607			B			C
78608			A			B
78609			B			C
78611			A			B
78614			B			B
78615-78616		A			A
78618			B			C
78622-78623		A			B
78624			B			B
78629			B			B
78631			B			C
78632			A			B
78635			B			C
78636			A			B
78638			A			A
78639			B			C
78642			A			A
78643			B			D
78648			A			B
78654			A			B
78655-78656		A			A
78657-78658		A			B
78661			A			B
78662			A			A
78663			A			B
78666-78667		A			A
78669-78670		A			A
78671			B			B
78672			B			C
78673-78674		A			A
78675			B			C
78676			A			B
78677			B			B
78701-78705		A			A
78741			A			A
78827			B			C
78828			A			B
78829			A			A
78830			B			D
78832-78834		A			B
78836			B			D
78837			C			C
78839			A			B
78840-78842		B			B
78843			B			C
78847			B			B
78850			A			A
78851			D			E
78852-78853		B			B
78860			B			C
78861			A			A
78871			D			D
78873			A			B
78877			B			C
78879			A			A
78880			B			D
78883			B			C
78884			A			B
78885			B			C
78886			B			B
78931			B			B
78933			B			C
78934-78935		B			B
78938			A			A
78940			A			B
78941			B			B
78943-78944		B			B
78945			A			A
78949			A			B
78950			B			C
78951			B			B
78952			A			A
78953			A			B
78956-78957		A			B
78959			B			C
78962			A			B
78963			A			A
79001-79002		B			B
79003			C			E
79005			B			C
79007			A			B
79008			B			B
79010			B			C
79011			B			D
79013			B			C
79014			B			D
79018			B			C
79019			A			A
79021			A			B
79022			C			D
79024			B			D
79025			A			A
79027			B			C
79029			B			B
79031			A			B
79032			B			B
79033-79034		B			C
79035-79036		A			A
79039			A			B
79040			B			D
79041			A			A
79042			A			B
79043-79044		B			D
79045			B			B
79046			A			B
79051			C			E
79052			B			B
79053			A			B
79054			B			B
79056			B			D
79057			B			B
79058			A			A
79059			B			C
79061-79063		B			D
79064			B			C
79065-79066		B			B
79068			A			A
79070			A			B
79072			A			B
79073			B			B
79077			A			B
79078			A			A
79079			B			C
79080			B			B
79081			B			D
79082			B			C
79083			B			B
79084			B			D
79085			A			B
79086			B			C
79087			C			E
79088			B			C
79091			A			A
79092			A			B
79093			B			C
79094			A			B
79095			A			A
79096			B			D
79097			A			B
79098			A			A
79220			B			D
79221			B			C
79223			A			A
79225			A			B
79226			B			C
79227			B			B
79229			B			C
79230			A			B
79231			B			C
79234			B			D
79235-79236		B			C
79237			A			B
79239			A			B
79240			B			C
79241			B			D
79243			B			C
79244			B			D
79245			A			B
79247			B			C
79248			A			B
79250			A			A
79251			A			B
79252			A			A
79255			B			C
79256-79258		B			D
79261			B			C
79312			B			B
79313			A			A
79314			B			D
79316			A			B
79322			A			A
79323			C			D
79324			B			B
79326			B			D
79330			B			B
79331			B			C
79336			A			A
79338			A			A
79339			A			B
79342			B			C
79344			B			C
79345			A			A
79346			B			C
79347			A			A
79351			A			B
79353			B			C
79355			B			D
79356			A			B
79357-79358		A			A
79359-79360		B			C
79369			A			B
79370			B			D
79371			A			B
79372			B			B
79373			A			A
79376			A			B
79377			B			C
79378			B			B
79379			B			C
79380			A			B
79381			A			A
79383			A			A
79501			A			A
79502			B			C
79503			A			B
79504			A			A
79505			B			D
79506			B			C
79511			B			B
79512			B			D
79516			C			E
79517			B			D
79518			C			E
79519			A			A
79520			B			B
79521			B			C
79526-79527		B			D
79528			C			D
79529			B			D
79532			B			D
79533			B			B
79534			B			C
79535			B			D
79537-79538		A			B
79539-79540		B			D
79543			B			C
79544			B			D
79545			B			B
79546			B			C
79547-79548		B			D
79549-79550		C			D
79553			A			B
79556			A			B
79560			B			B
79561			A			A
79565			B			D
79566-79567		A			A
79713			B			C
79714			A			B
79718			D			E
79719			C			D
79720-79721		A			A
79730			C			D
79731			B			C
79733			B			B
79734			D			E
79735			C			E
79738			C			E
79739			A			A
79740			B			D
79741			A			A
79742-79745		B			D
79748			B			B
79749			A			A
79752			B			D
79754			C			E
79755			A			B
79756			B			C
79759			A			B
79770			C			E
79772			C			E
79776			A			A
79777			B			D
79778			B			C
79780			D			E
79781			C			E
79783			A			B
79785			C			E
79786			D			E
79788			B			C
79789			C			D
79830			D			E
79831			E			E
79832			D			E
79834			E			E
79837			C			C
79838			A			A
79839			B			B
79842			D			E
79843			E			E
79845-79846		E			E
79847			B			C
79848			D			E
79851			B			D
79852			E			E
79853			A			A
79854			D			E
79855			C			E
80101			B			C
80103			A			A
80105			A			B
80106-80107		A			A
80117			A			B
80202-80203		A			A
80205			A			A
80218			A			A
80420			B			D
80421			A			B
80422			A			A
80423			A			B
80424			B			D
80425			A			A
80426			B			C
80427			A			A
80428			D			E
80429			B			D
80430			C			E
80432			B			D
80434			C			E
80435			B			C
80436			A			A
80438			A			B
80440			B			D
80442-80443		B			C
80444			A			B
80446			B			D
80447			C			E
80448			A			B
80449			B			C
80451			C			E
80452			A			A
80456			B			C
80459			C			E
80461			C			E
80463			B			C
80466			A			B
80467			B			D
80468			C			E
80469			B			D
80470			A			A
80473			C			E
80474			A			A
80475-80476		A			B
80477			C			C
80478-80479		B			D
80480			C			E
80481			A			A
80482			B			C
80483			B			D
80487			C			C
80488			B			C
80497-80498		B			B
80510-80511		A			A
80512			A			B
80515			A			A
80517			A			A
80521-80528		A			A
80532			A			B
80535			A			A
80536			B			B
80541			A			A
80545			B			D
80547			A			A
80549			A			A
80553			A			A
80611-80612		A			A
80642-80643		A			A
80649			A			B
80652			A			A
80653			A			B
80654			A			A
80701			B			B
80705			B			B
80720			A			B
80721			B			C
80723			A			B
80726			A			A
80727			B			D
80728			A			A
80729			A			C
80731-80732		A			B
80733			A			A
80734			B			C
80735			C			E
80737			B			C
80740			C			E
80742-80743		A			B
80744			B			C
80746			A			B
80747			A			A
80749-80750		A			B
80754			A			A
80755			C			E
80757			B			C
80758			C			E
80759			B			C
80801			B			C
80802			C			E
80804			C			E
80805			B			D
80807			B			D
80808			A			B
80810			C			E
80812			B			E
80813			A			B
80815			C			E
80816			A			A
80818			C			E
80820			B			D
80821-80822		C			E
80823			B			D
80824-80825		C			E
80826			B			D
80827			A			B
80828			B			D
80830			B			C
80831			A			A
80832-80833		A			B
80834			C			E
80835			B			C
80836			C			E
80860			A			C
80861-80862		C			E
80864			A			A
81019			A			A
81020-81021		B			D
81023			A			A
81024			C			E
81025			A			A
81027			D			E
81029			D			E
81030			B			C
81033-81034		B			C
81036			C			E
81038			C			E
81039			A			B
81040			B			D
81041			D			E
81043			D			E
81044-81046		C			E
81047			D			E
81049			D			E
81050			B			C
81052			D			E
81054			C			C
81055			B			C
81057			C			E
81058			B			B
81059			C			E
81062			A			B
81063			B			C
81064			D			E
81067			B			B
81069			A			B
81071			D			E
81073			D			E
81076			B			C
81077			B			B
81081			D			E
81082			C			E
81084			D			E
81087			D			E
81089			B			C
81090-81092		C			E
81120			A			A
81121			A			B
81123-81124		A			A
81125			A			B
81126			A			C
81128			C			E
81129			A			A
81130			B			D
81131			B			C
81132-81133		A			A
81137			A			A
81138			B			D
81141			A			A
81143			A			B
81147			B			C
81148			A			A
81149			B			B
81152			A			B
81154-81155		B			C
81157			B			C
81201			B			D
81211			C			E
81212			A			B
81215			B			B
81221			A			B
81222			B			D
81223			B			C
81224-81225		A			A
81226			A			B
81227			B			C
81228			C			E
81232-81233		B			D
81235			B			C
81236			B			D
81237			A			A
81240-81241		A			A
81242			B			C
81243			A			A
81244			B			C
81248			A			B
81251-81252		C			E
81253			A			B
81290			A			B
81320			B			D
81321			B			B
81323			B			C
81324			C			D
81325			C			E
81327			B			C
81328-81329		A			A
81330			B			C
81331			B			D
81332			B			C
81334-81335		B			C
81410			A			A
81411			C			E
81413			A			B
81414			A			A
81415			B			C
81416			A			A
81418-81420		A			B
81422			C			E
81423			B			D
81424			C			D
81426			B			D
81427			A			B
81428			B			C
81429			C			E
81430			B			C
81431			B			D
81432			A			A
81433-81434		B			C
81435			B			D
81522			B			C
81525			A			A
81610			C			E
81611			A			B
81612			B			B
81615			A			B
81620			B			B
81621			A			A
81624			A			B
81625-81626		C			D
81630-81631		A			A
81632			B			B
81633			C			E
81635-81636		A			B
81637			A			A
81638			C			E
81639			D			E
81640			C			E
81641			B			C
81642			D			E
81643			A			A
81645			B			C
81646			A			B
81648			C			D
81649			B			D
81650			A			A
81653			C			E
81654			A			A
81655-81656		A			B
81657-81658		B			C
82050			B			C
82051			B			D
82052			A			B
82053-82054		A			A
82055			C			D
82058			B			D
82059			A			A
82061			A			B
82063			C			D
82070-82073		B			C
82081			B			C
82082			A			B
82083-82084		B			D
82210			A			A
82212-82213		A			B
82214			A			A
82215			A			B
82217			B			C
82218-82219		B			D
82221			B			D
82222			C			E
82223			B			C
82224			B			D
82225			C			E
82227			C			E
82229			B			D
82240			B			D
82242			C			E
82243-82244		B			D
82310			B			C
82321			B			D
82322			A			B
82323			C			D
82324			B			C
82325			B			D
82327			A			B
82329			B			C
82331			A			B
82332			C			E
82335			A			A
82336			A			B
82410			A			A
82411			B			C
82412			B			D
82414			C			D
82420			B			D
82421			C			D
82422			B			C
82423			B			D
82426			A			B
82428			A			B
82430			A			A
82431			B			D
82433			B			C
82434			A			B
82435			C			E
82440			C			E
82441			B			C
82442			A			A
82443			A			B
82450			B			D
82512			B			B
82513			B			D
82514			A			B
82520			A			A
82523			A			A
82615			B			C
82620			A			A
82630			B			C
82633			B			C
82635			B			B
82637			A			A
82638			B			C
82639-82640		B			D
82642			B			C
82643			B			B
82646			A			A
82648			A			B
82649			A			A
82701			B			D
82710			B			C
82711			B			D
82712			B			C
82714			B			C
82715			B			D
82720			B			D
82721			A			A
82723			B			D
82725			A			B
82729-82730		B			C
82731			A			A
82732			A			B
82831			B			B
82834-82835		A			B
82836			A			A
82837			B			C
82838			A			A
82840			A			B
82922			A			B
82923			C			E
82925			B			D
82929			A			A
82930-82931		B			D
82932			A			B
82933			B			D
82934			A			B
82936			C			E
82937			B			D
82938			A			A
82939			B			D
82941			B			D
82942			A			A
82944			C			D
82945			A			A
83101			C			E
83110-83111		B			D
83112			B			C
83113-83114		C			E
83115			B			D
83116			C			E
83118			B			C
83119			B			D
83120			B			C
83121			C			E
83122			B			D
83123			C			E
83124			B			D
83126			B			D
83127			B			C
83128			A			B
83210			A			B
83211			A			A
83212			A			B
83213			B			D
83214			A			A
83215			B			B
83217			B			B
83220			C			D
83221			A			A
83223			C			D
83226-83227		D			E
83228			B			C
83229			E			E
83230			B			C
83232			B			D
83233			C			D
83234			A			B
83235			D			E
83237			B			C
83238			C			D
83239			B			D
83241			B			B
83243			B			C
83244			B			D
83246			A			B
83250			A			A
83251			C			E
83252			B			B
83253			E			E
83254			C			C
83255			B			D
83256			A			A
83261			C			D
83262			A			B
83263			B			D
83271			A			B
83272			C			E
83276			B			C
83277			A			B
83278			D			E
83281			B			C
83283			B			C
83285-83286		B			D
83287			C			E
83302			A			A
83311			B			B
83312			C			C
83313			B			C
83314			A			B
83318			A			B
83320			B			C
83321			A			A
83322			B			D
83323			B			B
83324			A			A
83327			B			D
83330			A			B
83332			A			B
83333			B			C
83335			A			A
83336			A			B
83337			C			D
83340			C			D
83342-83343		B			C
83344			A			A
83346			B			C
83347			A			B
83348			B			C
83349-83350		A			B
83352			A			A
83353-83354		C			D
83355			A			A
83414			A			B
83420-83421		B			C
83422			A			B
83423-83424		B			C
83425			A			B
83428			B			B
83429			B			D
83431			A			A
83433			B			D
83434			A			A
83435			B			C
83436			A			B
83438			A			B
83440-83441		A			A
83444			A			A
83445			A			B
83446			B			D
83448			A			A
83449-83452		A			B
83455			A			A
83460			A			A
83462			D			E
83463-83464		C			E
83465			D			E
83466			C			E
83467-83469		D			E
83520			A			B
83522			B			C
83523			A			B
83524			A			A
83525			D			E
83526			B			C
83530-83531		B			D
83533			B			D
83535			A			A
83536			B			D
83537			A			A
83539			B			D
83541			A			A
83542			C			E
83543			B			C
83544-83545		A			B
83546			B			D
83547			D			E
83548			A			A
83549			C			E
83552-83553		B			D
83554			C			E
83555			A			B
83601			C			D
83602			A			B
83604			B			C
83610			C			E
83611			B			D
83612			C			E
83615			C			E
83617			A			A
83619			B			B
83622			A			C
83623-83624		B			C
83626			A			A
83627			B			C
83628			A			B
83630-83631		A			A
83632			C			E
83633			A			B
83635			C			E
83636			A			A
83637			B			D
83638			C			E
83639			A			A
83641			A			A
83643			C			E
83644			A			A
83645			C			E
83647			A			A
83648			A			B
83650			A			B
83654			D			E
83655			A			B
83656			A			A
83657			B			C
83660			A			A
83661			B			B
83666			A			A
83670			A			A
83671			D			E
83672			B			C
83676			A			B
83677			D			E
83802			C			E
83803-83804		A			A
83805			B			D
83806			B			C
83808			B			C
83809-83810		A			A
83811			B			D
83812			B			C
83813			A			B
83821			B			D
83822			A			C
83823			A			B
83824			B			C
83825			B			B
83826			C			E
83827			B			C
83830			B			D
83833			A			B
83834			B			B
83836			B			C
83837			A			B
83839			A			B
83840			B			B
83841			B			C
83842-83844		A			A
83845			C			D
83846			B			C
83847			B			D
83848			C			E
83849-83851		A			B
83852			B			B
83853			C			E
83855-83857		B			C
83860			A			B
83861			B			C
83864-83865		B			B
83866			B			D
83867			B			C
83868			A			B
83869			A			A
83870			B			C
83871-83872		A			B
83873-83874		B			C
83876			A			A
84001			B			C
84002			B			D
84007			B			D
84008			C			D
84017			A			A
84021			A			B
84022			B			B
84023			B			C
84024			A			A
84026			B			D
84027			B			C
84028			B			D
84029			A			A
84031			B			D
84033			A			A
84034			C			E
84035			C			D
84036			A			A
84038-84039		C			E
84046			B			C
84051-84052		B			C
84053			B			D
84055			A			A
84061			A			A
84063			C			D
84064			C			C
84066			B			D
84069			A			A
84071			A			A
84072			B			D
84073			B			C
84076			C			E
84078-84079		C			D
84080			B			C
84083			C			E
84085-84086		C			E
84111			A			A
84301			A			A
84304			A			B
84305			B			B
84306			A			B
84308			B			C
84309			A			A
84311			A			B
84312			A			A
84313			D			E
84314			A			A
84316			B			B
84318-84319		A			B
84320			B			C
84321-84323		A			A
84325			A			A
84326			A			B
84327			B			B
84328			A			A
84329			C			E
84330-84331		B			C
84332			A			A
84333			B			B
84334			A			A
84335-84336		B			B
84337			A			A
84338			B			C
84339			A			A
84341			A			A
84510			C			E
84511			D			E
84512			C			E
84513			A			B
84515			B			D
84516			A			B
84520			A			A
84522			B			C
84523			A			B
84525			B			D
84528			A			A
84530-84531		D			E
84532			C			E
84533			E			E
84534-84535		C			E
84536			D			E
84537			A			A
84539			A			A
84540			B			D
84621			A			A
84622			A			B
84623			B			D
84624			C			E
84626			A			A
84627			B			C
84628			A			B
84629			B			C
84630			A			B
84631-84632		B			C
84633			A			A
84634			A			B
84635			C			E
84636			B			C
84637-84638		B			D
84639			B			C
84640			B			D
84642			B			C
84643			A			B
84644			B			D
84645			A			A
84646			B			D
84647			B			C
84648			A			B
84649			C			E
84652			A			A
84655			A			A
84656			A			B
84662			B			D
84665			A			B
84667			B			D
84710			C			D
84712			B			B
84713			B			D
84714			D			E
84715			B			C
84716			C			D
84718			C			D
84719			C			E
84722			A			A
84723			B			C
84725			A			A
84726			C			E
84728			B			D
84729			C			D
84731			B			D
84732			A			B
84733			A			A
84734			C			E
84735			C			D
84736			C			E
84737-84738		A			A
84740			A			B
84741			D			E
84742			A			A
84743			B			C
84744-84746		A			A
84747			B			C
84749			B			C
84750			A			A
84751-84752		C			E
84753			A			A
84755			D			E
84756-84757		A			A
84758			D			E
84759			B			C
84760-84761		A			A
84762			C			D
84763			A			A
84764			C			D
84765			A			A
84767			A			A
84772			A			A
84773			B			D
84774			A			A
84775			B			D
84776			C			D
84779-84784		A			A
85001-85004		A			A
85012			A			A
85034			A			A
85118-85119		A			A
85122			A			A
85123			A			B
85127-85128		A			A
85130			A			A
85131-85132		A			B
85135			C			C
85137-85139		A			A
85141-85143		A			A
85145			C			C
85172			C			C
85173			A			A
85191			C			C
85192			A			B
85193-85194		A			A
85217-85220		A			A
85222			A			A
85223			B			B
85228			A			A
85230			A			A
85231			A			B
85232			B			B
85235			A			B
85237-85243		A			A
85245			A			A
85263			B			B
85272-85273		A			A
85278			A			A
85290			A			B
85291			B			B
85292			A			B
85293-85294		A			A
85320			B			D
85321			C			E
85322			A			A
85324			A			B
85325			C			E
85328			C			E
85332			A			B
85333-85334		C			D
85336			B			C
85337			B			B
85341			D			E
85342-85343		A			A
85344			C			E
85346			C			E
85347			B			C
85348			C			E
85349-85350		B			C
85352			B			C
85354			A			B
85356			B			C
85357			C			E
85358			B			C
85359			C			E
85360			A			B
85361-85362		A			A
85364-85367		B			C
85369			B			C
85371			C			E
85377			A			A
85390			B			C
85530			B			C
85531			B			D
85533-85534		C			E
85535			B			D
85536			B			C
85540			D			E
85541			C			E
85542			A			A
85543-85544		B			D
85545			A			B
85546			B			C
85547			C			E
85548			C			C
85550			A			A
85551			C			D
85552-85553		B			D
85554			C			D
85601			B			C
85602			A			B
85603			C			D
85605			C			E
85606			B			D
85607-85608		C			C
85609			B			C
85610			C			C
85611			B			C
85613			B			C
85615			C			D
85616			B			C
85617			C			C
85618			A			B
85619			B			C
85620			C			D
85621			B			B
85623			A			A
85624			B			C
85625			C			E
85626			C			C
85627			A			B
85628			B			B
85630-85631		A			B
85632			C			E
85633			B			D
85634-85636		B			C
85637			A			B
85638-85639		B			C
85640			A			A
85643-85644		B			D
85645-85646		A			A
85648			A			A
85650			B			C
85655			C			C
85662			B			B
85670-85671		B			C
85911			A			C
85920			B			D
85922			C			E
85924			A			A
85925			B			C
85926			A			B
85927			B			C
85928			A			B
85931			B			C
85932			B			D
85933			A			B
85936			A			C
85938			B			C
85940			A			A
85941			A			B
85942			A			C
86016			A			B
86017-86018		A			A
86020			B			C
86021-86022		D			E
86023			B			C
86024			A			B
86025			B			B
86028			B			D
86029			B			C
86030			D			E
86031			C			E
86032			B			C
86033			D			E
86034			C			E
86035			B			C
86036			D			E
86038			A			B
86039-86040		D			E
86042-86044		C			E
86045			B			C
86046			A			B
86047			B			C
86052			E			E
86053			C			E
86054			D			E
86320			B			C
86321			B			D
86322			A			B
86324-86326		B			C
86331-86334		A			A
86335			B			C
86336			A			A
86337			B			D
86339-86341		A			A
86342			B			C
86343			A			B
86351			A			A
86403-86406		B			B
86411			A			A
86426-86427		A			B
86429-86430		A			B
86431			A			A
86432			C			E
86433			A			A
86434			B			C
86435			D			E
86436			B			B
86437-86438		A			A
86439-86440		B			B
86441-86442		A			B
86443			B			D
86444			C			E
86445			B			C
86446			B			B
86502			B			C
86503			C			E
86504			A			A
86505			B			C
86506			A			B
86507			C			E
86508			A			A
86510			D			E
86511			A			A
86512			A			B
86514			B			C
86515			A			A
86520			D			E
86535			C			E
86538			C			E
86540			C			E
86544			B			C
86545			C			E
86547			C			E
86556			C			E
87002			A			A
87005			A			B
87006			A			A
87007			A			B
87009			B			B
87011			A			B
87012-87013		B			D
87014			B			C
87016			B			C
87017			B			D
87018			B			C
87020-87021		B			C
87023			A			A
87024			A			B
87025			B			C
87026			A			B
87027			B			D
87028			A			A
87029			C			E
87032			A			B
87034			B			C
87035			A			A
87036			B			C
87037-87038		A			B
87040			B			C
87041			A			A
87044-87045		A			B
87046			C			E
87049			B			C
87051			B			C
87052			A			A
87053			A			B
87056			A			B
87061			A			B
87062			A			A
87063			B			C
87064			B			D
87070			B			B
87072			A			A
87083			A			A
87310			A			A
87312			A			A
87313			B			C
87315			B			D
87320			A			A
87321			A			B
87323			A			B
87325			A			A
87327			A			B
87328			B			D
87347			A			A
87357			B			C
87364			B			C
87365			A			B
87412			A			A
87419-87420		A			A
87455			B			C
87461			B			D
87507			A			A
87510			B			C
87511			A			B
87512			B			D
87513-87515		C			E
87516-87517		B			D
87518			C			E
87519			B			D
87520			C			E
87521			B			C
87522-87523		A			B
87524			B			D
87525			C			E
87527			B			C
87528			C			D
87529-87530		B			D
87531			B			B
87532-87533		A			A
87535			A			A
87537			A			B
87538			A			A
87539			B			D
87540			A			A
87543			B			C
87544-87545		A			B
87548			A			B
87549			B			C
87551			C			E
87552			A			A
87553			B			C
87554			B			D
87556			B			E
87557			B			D
87558			C			E
87560			A			A
87562			A			B
87564			C			E
87565			A			A
87566			A			B
87567			A			A
87571			B			D
87573			A			B
87575			C			E
87576-87577		B			C
87578			A			B
87579			B			C
87580			C			E
87581			B			D
87582-87583		A			B
87600-87699		C			C
87710			B			D
87711			A			B
87712			A			A
87713			A			B
87714			C			E
87715			A			B
87718			C			E
87722			A			C
87723-87724		A			B
87728			C			E
87729			B			E
87730			C			E
87732			A			A
87733			B			D
87734			B			C
87735			A			B
87736			A			A
87740			C			E
87742			A			A
87743			C			E
87746			C			E
87747			B			D
87749			C			E
87750			A			A
87752			A			B
87820			C			E
87821			B			D
87824			C			E
87825			A			A
87827			C			E
87829-87830		C			E
87930			A			A
87933			A			A
87936			A			A
87937			A			B
87939-87941		A			A
87943			A			B
88002			A			A
88009			D			E
88020			D			D
88021			A			A
88022-88023		C			E
88024			A			A
88025			D			E
88026			C			E
88027			A			A
88028			D			E
88029			C			D
88030-88031		B			C
88034			C			E
88036			C			E
88038-88039		D			E
88040-88041		C			E
88042			A			B
88043			C			E
88045			C			E
88049			C			E
88051			D			E
88053			C			E
88055-88056		D			E
88061-88062		C			E
88065			C			E
88081			A			A
88112			A			A
88113			B			C
88114			B			D
88115-88116		A			B
88118			A			B
88119			B			D
88120			A			A
88121-88123		B			C
88124			A			A
88125			B			C
88126			A			B
88132			A			B
88134			B			C
88136			C			E
88210			A			B
88211			B			B
88213			B			C
88220			B			C
88221			C			C
88231			C			C
88232			A			A
88240-88242		C			D
88244			C			D
88250			B			D
88252			C			D
88253			A			B
88254-88255		B			C
88256			C			D
88260			C			D
88262			B			D
88263			C			D
88264			B			C
88265			C			D
88267			B			D
88268			C			D
88310-88311		B			B
88312			A			B
88314			B			C
88317			B			D
88318			B			C
88321			C			D
88323			A			A
88324-88325		B			C
88330			B			C
88336			A			B
88337			B			C
88338			A			B
88339			C			E
88340			B			D
88342			B			B
88343			A			B
88344			C			E
88345			B			B
88346			B			D
88347			C			E
88348			B			C
